process,software,data item,data model,data format specification
flight test,,,sysml ,
flight test,,,nasa taxonomy,
flight test,,,owl-ql,
flight test,,,cco,
flight test,,,xml-schema-definition,
flight test,,,,ms word
flight test,,,,iges
flight test,,,,mov
flight test,,,,step
flight test,,,,flat file
flight test,,,,direct api
flight test,,,,owl
flight test,,,,html
flight test,,,,rdf
flight test,,,,json
flight test,,,,ms excel
flight test,,,,wav
flight test,,,,xml
flight test,,,,ad_asm
flight test,,,,database
flight test,,,,pdf
flight test,,,,add
flight test,,,,tiff
flight test,,,,flash
flight test,,,,stl
flight test,,,,txt
flight test,,,,cpacs
flight test,,,,igs
flight test,,,,csv
product support,oracle server,,,
product support,java application,,,
product support,optimus workflow management tool,,,
product support,access,,,
product support,brics technology,,,
product support,multi-agent collaborative system,,,
product support,brics,,,
product support,isight,,,
product support,tr,,,
product support,word,,,
product support,api,,,
product support,catia,,,
product support,oracle,,,
product support,pest,,,
product support,flops,,,
product support,git,,,
product support,eclipse,,,
product support,modelcenter,,,
product support,optimus,,,
product support,ceasiom,,,
product support,cloud visualization,,,
product support,expert systems,,,
product support,sas,,,
product support,rce,,,
product support,protégé,,,
product support,google,,,
product support,openmdao,,,
product support,surrogate model repository,,,
product support,matlab,,,
product support,triple store,,,
product support,eclipse plugin,,,
product support, engineering java programming,,,
product support,aaa,,,
product support,python application,,,
product support,reasoner,,,
product support,tixi,,,
product support,outlook,,,
product support,sumo,,,
product support,web-based decision tool,,,
product support,fortran application,,,
product support,tigl,,,
product support,learning tools,,,
product support,data mining,,,
product support,express application,,,
product support,visualization package,,,
product support,wikipedia,,,
product support,workflow systems,,,
product support,product data management system,,,
product support,janus,,,
product support,ke-chain,,,
product support,ug,,,
product support,excel,,,
product support,solidworks,,,
product support,web server,,,
product support,ideas,,,
product support,file server,,,
product support,cad programming interface,,,
product support,share point,,,
product support,,bom,,
product support,,implicit geometry,,
product support,,knowledge graph,,
product support,,cad representation,,
product support,,video,,
product support,,lexical data,,
product support,,description,,
product support,,section description,,
product support,,manufacturing method,,
product support,,taxonomy,,
product support,,animations,,
product support,,forms,,
product support,,measurement data,,
product support,,process definitions,,
product support,,external web page,,
product support,,difficulty,,
product support,,image,,
product support,,quantity,,
product support,,word processor documents,,
product support,,cfd simulation data,,
product support,,documents,,
product support,,cfd code,,
product support,,point clouds,,
product support,,object definitions,,
product support,,knowledge base,,
product support,,mind map,,
product support,,business logic,,
product support,,audio,,
product support,,live video,,
product support,,system definition,,
product support,,pdf files,,
product support,,metadata,,
product support,,capp,,
product support,,explicit geometry,,
product support,,material,,
product support,,tools needed,,
product support,,assemblies,,
product support,,freebase,,
product support,,sysml model,,
product support,,word doc,,
product support,,animation,,
product support,,ontology,,
product support,,design parts,,
product support,,tooling parts,,
product support,,images,,
product support,,cad,,
product support,,,sparql,
product support,,,express,
product support,,,vba,
product support,,,bond graphs,
product support,,,dtad,
product support,,,owl dl,
product support,,,sql,
product support,,,cmdows,
product support,,,sysml,
product support,,,wordnet,
product support,,,aerospace ontology,
product support,,,python,
product support,,,rds,
product support,,,airspace system ontology,
product support,,,codex,
product support,,,nosql,
product support,,,kadmos,
product support,,,bfo,
product support,,,topic maps,
product support,,,uml,
product support,,,sysml ,
product support,,,nasa taxonomy,
product support,,,owl-ql,
product support,,,cco,
product support,,,xquery,
product support,,,xml-schema-definition,
product support,,,,ms word
product support,,,,iges
product support,,,,mov
product support,,,,step
product support,,,,flat file
product support,,,,direct api
product support,,,,owl
product support,,,,html
product support,,,,rdf
product support,,,,json
product support,,,,ms excel
product support,,,,wav
product support,,,,jpg
product support,,,,xml
product support,,,,ad_asm
product support,,,,database
product support,,,,pdf
product support,,,,soap
product support,,,,add
product support,,,,tiff
product support,,,,dwf
product support,,,,gif
product support,,,,dxf
product support,,,,acis
product support,,,,flash
product support,,,,vrml
product support,,,,stl
product support,,,,txt
product support,,,,cpacs
product support,,,,igs
product support,,,,csv
reasoning,java application,,,
reasoning,access,,,
reasoning,multi-agent collaborative system,,,
reasoning,daedalus,,,
reasoning,tr,,,
reasoning,word,,,
reasoning,api,,,
reasoning,catia,,,
reasoning,oracle,,,
reasoning,pest,,,
reasoning,git,,,
reasoning,eclipse,,,
reasoning,optimus,,,
reasoning,cloud visualization,,,
reasoning,expert systems,,,
reasoning,sas,,,
reasoning,rce,,,
reasoning,protégé,,,
reasoning,google,,,
reasoning,matlab,,,
reasoning,triple store,,,
reasoning, engineering java programming,,,
reasoning,aaa,,,
reasoning,python application,,,
reasoning,reasoner,,,
reasoning,kaon,,,
reasoning,outlook,,,
reasoning,sumo,,,
reasoning,web-based decision tool,,,
reasoning,learning tools,,,
reasoning,data mining,,,
reasoning,express application,,,
reasoning,visualization package,,,
reasoning,wikipedia,,,
reasoning,workflow systems,,,
reasoning,product data management system,,,
reasoning,janus,,,
reasoning,ke-chain,,,
reasoning,ug,,,
reasoning,excel,,,
reasoning,solidworks,,,
reasoning,web server,,,
reasoning,ideas,,,
reasoning,file server,,,
reasoning,cad programming interface,,,
reasoning,share point,,,
reasoning,,bom,,
reasoning,,implicit geometry,,
reasoning,,knowledge graph,,
reasoning,,cad representation,,
reasoning,,video,,
reasoning,,lexical data,,
reasoning,,description,,
reasoning,,section description,,
reasoning,,manufacturing method,,
reasoning,,taxonomy,,
reasoning,,forms,,
reasoning,,measurement data,,
reasoning,,process definitions,,
reasoning,,external web page,,
reasoning,,difficulty,,
reasoning,,image,,
reasoning,,quantity,,
reasoning,,word processor documents,,
reasoning,,cfd simulation data,,
reasoning,,documents,,
reasoning,,object definitions,,
reasoning,,knowledge base,,
reasoning,,mind map,,
reasoning,,business logic,,
reasoning,,audio,,
reasoning,,live video,,
reasoning,,system definition,,
reasoning,,pdf files,,
reasoning,,metadata,,
reasoning,,capp,,
reasoning,,explicit geometry,,
reasoning,,material,,
reasoning,,tools needed,,
reasoning,,assemblies,,
reasoning,,freebase,,
reasoning,,sysml model,,
reasoning,,word doc,,
reasoning,,animation,,
reasoning,,ontology,,
reasoning,,design parts,,
reasoning,,tooling parts,,
reasoning,,images,,
reasoning,,cad,,
reasoning,,,sparql,
reasoning,,,express,
reasoning,,,cypher,
reasoning,,,bond graphs,
reasoning,,,owl dl,
reasoning,,,sql,
reasoning,,,sysml,
reasoning,,,wordnet,
reasoning,,,aerospace ontology,
reasoning,,,python,
reasoning,,,rds,
reasoning,,,airspace system ontology,
reasoning,,,codex,
reasoning,,,kadmos,
reasoning,,,bfo,
reasoning,,,topic maps,
reasoning,,,uml,
reasoning,,,sysml ,
reasoning,,,nasa taxonomy,
reasoning,,,owl-ql,
reasoning,,,cco,
reasoning,,,xml-schema-definition,
reasoning,,,,ms word
reasoning,,,,iges
reasoning,,,,mov
reasoning,,,,step
reasoning,,,,flat file
reasoning,,,,direct api
reasoning,,,,owl
reasoning,,,,html
reasoning,,,,rdf
reasoning,,,,json
reasoning,,,,ms excel
reasoning,,,,wav
reasoning,,,,xml
reasoning,,,,ad_asm
reasoning,,,,database
reasoning,,,,pdf
reasoning,,,,add
reasoning,,,,tiff
reasoning,,,,stl
reasoning,,,,cpacs
reasoning,,,,igs
reasoning,,,,csv
business process integration,java application,,,
business process integration,optimus workflow management tool,,,
business process integration,access,,,
business process integration,brics technology,,,
business process integration,multi-agent collaborative system,,,
business process integration,brics,,,
business process integration,tr,,,
business process integration,word,,,
business process integration,api,,,
business process integration,catia,,,
business process integration,oracle,,,
business process integration,pest,,,
business process integration,flops,,,
business process integration,git,,,
business process integration,eclipse,,,
business process integration,modelcenter,,,
business process integration,optimus,,,
business process integration,cloud visualization,,,
business process integration,expert systems,,,
business process integration,sas,,,
business process integration,rce,,,
business process integration,protégé,,,
business process integration,google,,,
business process integration,surrogate model repository,,,
business process integration,matlab,,,
business process integration,triple store,,,
business process integration, engineering java programming,,,
business process integration,aaa,,,
business process integration,python application,,,
business process integration,reasoner,,,
business process integration,outlook,,,
business process integration,web-based decision tool,,,
business process integration,learning tools,,,
business process integration,data mining,,,
business process integration,express application,,,
business process integration,visualization package,,,
business process integration,wikipedia,,,
business process integration,workflow systems,,,
business process integration,product data management system,,,
business process integration,ke-chain,,,
business process integration,ug,,,
business process integration,excel,,,
business process integration,solidworks,,,
business process integration,web server,,,
business process integration,ideas,,,
business process integration,file server,,,
business process integration,cad programming interface,,,
business process integration,share point,,,
business process integration,,bom,,
business process integration,,implicit geometry,,
business process integration,,knowledge graph,,
business process integration,,cad representation,,
business process integration,,video,,
business process integration,,lexical data,,
business process integration,,description,,
business process integration,,section description,,
business process integration,,manufacturing method,,
business process integration,,taxonomy,,
business process integration,,forms,,
business process integration,,measurement data,,
business process integration,,process definitions,,
business process integration,,external web page,,
business process integration,,difficulty,,
business process integration,,image,,
business process integration,,quantity,,
